2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,label
-321.16446,69.604004,24.757336,-3.1358562,-4.6902924,-6.9585547,10.95626,14.582079,-13.035603,-9.663341,9.4983225,10.517414,8.626926,0.35214007,0.60740906,0.39383075,0.39572003,0.42575178,0.5586808,0.68184686,0.43510866,0.36993307,0.70081884,0.2654756,0.27519134,8.773971,8.329898,14.105586,12.5390005,15.383021,20.891645,16.520226
-320.9734,44.09254,25.1452,-3.0300224,-7.979577,-7.0073357,10.777492,14.541146,-13.172311,-9.221648,9.474433,10.442879,8.619139,0.35237303,0.6369219,0.394425,0.39556473,0.4803295,0.50641567,0.6823033,0.43441892,0.3696616,0.69822407,0.2665511,0.27920288,8.635159,8.349303,14.103675,12.573841,15.37035,20.871485,16.496883
-321.74374,45.983418,23.554703,-3.0877001,-11.798156,-7.016945,10.858247,14.511446,-13.149674,-9.579797,9.297697,10.51354,8.624495,0.3519294,0.6112667,0.39402282,0.3964462,0.518813,0.51561916,0.681997,0.43483183,0.3696553,0.700415,0.26550767,0.27489114,8.954908,8.331202,14.095949,12.53995,15.373546,20.88001,16.499928
-321.57315,45.992676,24.387669,-3.0134215,-14.387102,-7.014124,10.823986,14.551267,-13.023265,-9.636265,9.485731,10.470842,8.623224,0.35215768,0.6250742,0.39466402,0.3955911,0.4847987,0.48394388,0.6820029,0.4361185,0.36957648,0.6996199,0.26550257,0.27491683,8.612939,8.331135,14.102123,12.550957,15.369596,20.883734,16.426651
-321.75183,46.196484,24.52114,-3.0836828,-7.220012,-6.8427286,10.765979,14.554773,-12.958435,-9.597396,9.228249,10.482912,8.616884,0.35382217,0.6011377,0.39455825,0.3956743,0.49885523,0.5130969,0.68115795,0.43688154,0.37080318,0.6995804,0.26610428,0.27709946,8.629777,8.334335,14.0958,12.573651,15.372623,20.884855,16.469843
-320.8592,48.831738,24.427816,-3.006974,-9.688825,-6.938712,10.54432,14.58228,-13.192118,-9.589335,9.483665,10.481475,8.625907,0.35278738,0.60206264,0.39375702,0.39617085,0.4653944,0.5991142,0.68220174,0.43650416,0.36986133,0.7004625,0.26554567,0.27531663,8.629798,8.340053,14.106427,12.529092,15.372562,20.890038,16.450033
-320.78717,43.495525,25.132872,-3.1281185,-3.000242,-7.0820575,10.944738,14.577709,-13.253304,-9.599163,9.25975,10.48917,8.621906,0.35172963,0.6377251,0.3938991,0.39530227,0.4570764,0.5177927,0.6821107,0.43409342,0.36924875,0.7000196,0.26581773,0.27460217,8.621546,8.333955,14.103458,12.528333,15.368989,20.88871,16.404606
-321.15305,53.761562,24.604225,-3.1093495,1.7083187,-7.091017,10.671713,14.545164,-13.220431,-9.3483515,9.404035,10.502927,8.624923,0.35305297,0.6319884,0.39376906,0.39620218,0.50967246,0.5002688,0.68200505,0.4372268,0.37083533,0.6995788,0.26566136,0.27541798,8.63611,8.341846,14.090764,12.547209,15.371631,20.890638,16.52293
-321.337,43.714886,23.286833,-2.7676969,-8.718731,-6.986706,10.881137,14.570699,-13.198229,-9.495874,9.472641,10.459056,8.61951,0.35191625,0.6085334,0.39410615,0.39729854,0.4549634,0.5266813,0.68220305,0.43367228,0.3699073,0.6990189,0.26582584,0.2758109,8.626556,8.369902,14.085789,12.53315,15.37246,20.869053,16.507809
